tf,gene,label
Sp4,Maf,1
Sp4,Hspd1,0
Sp4,Pdp1,1
Sp4,Chd7,1
Sp4,Runx1,1
Sp4,Parp8,1
Sp4,Cdx1,1
Sp4,Mitf,1
Sp4,Prrx2,1
Sp4,Pim1,1
Sp4,Casq1,1
Sp4,Heg1,1
Sp4,Fam131b,1
Sp4,Timp3,1
Sp4,Kirrel2,1
Sp4,Gli3,1
Sp4,Nab2,1
Sp4,Anp32e,0
Sp4,Pde10a,1
Sp4,9130024F11Rik,1
Sp4,Spsb4,1
Sp4,Crlf1,1
Sp4,Zfp536,1
Sp4,Dynll2,1
Sp4,Kctd19,1
Sp4,Arpc1b,0
Sp4,Lrp5,1
Sp4,Sfmbt1,1
Sp4,Adamts1,1
Sp4,Flt1,1
Sp4,Dgkz,1
Sp4,Rapgef4,0
Sp4,Eln,1
Sp4,Mier1,1
Sp4,Ankrd52,1
Sp4,Egr3,1
Sp4,Kcnt2,1
Sp4,Sfn,1
Sp4,Fam46a,1
Sp4,Pcbp4,1
Sp4,Adora1,1
Sp4,Esr1,1
Sp4,Zfp516,1
Sp4,Actn1,1
Sp4,Fads2,0
Sp4,Copz2,1
Sp4,Nos1ap,1
Sp4,Fhl1,1
Sp4,2610203C20Rik,1
Sp4,Six2,1
Sp4,Samd4,1
Sp4,Tspan14,1
Sp4,Dnmt3a,1
Sp4,Gngt2,1
Sp4,Loxl4,1
Sp4,Ror2,1
Sp4,9330182L06Rik,1
Sp4,Apbb1ip,0
Sp4,Dsp,0
Sp4,Nlgn3,1
Sp4,Cav2,1
Sp4,Chtf8,1
Sp4,Fzd7,1
Sp4,Elavl3,1
Sp4,Grin3a,1
Sp4,Nr5a2,1
Sp4,Ntrk2,1
Sp4,Matn2,1
Sp4,Foxc2,0
Sp4,Mafb,1
Sp4,Anxa9,1
Sp4,Gjb1,1
Sp4,Ahnak,1
Sp4,Grid1,1
Sp4,4930515G01Rik,1
Sp4,Cnksr2,1
Sp4,Cxxc4,1
Sp4,Arhgap6,1
Sp4,Fam83h,1
Sp4,Tyro3,1
Sp4,Arhgap29,1
Sp4,Dusp3,1
Sp4,Kcna6,1
Sp4,Phf21a,1
Sp4,Nlk,0
Sp4,Ly6h,1
Sp4,Anp32b,1
Sp4,Pbx1,1
Sp4,Rasgrf2,1
Sp4,Fbxo11,1
Sp4,Cbfa2t3,1
Sp4,Slc35f1,1
Sp4,1700025G04Rik,0
Sp4,Ppp2r2c,1
Sp4,Ubr5,1
Sp4,Lrrc8e,1
Sp4,Irx2,1
Sp4,Tie1,1
Sp4,Col4a5,1
Sp4,Wnt3,1
Sp4,1700034H15Rik,1
Sp4,Igdcc3,0
Sp4,Prune2,1
Sp4,Spats2l,1
Sp4,Syt9,1
Sp4,Jph1,1
Sp4,Pfkfb3,1
Sp4,Otx2,1
Sp4,Igsf1,1
Sp4,Irx5,1
Sp4,Jph2,1
Sp4,Klhdc3,1
Sp4,Xkr4,1
Sp4,Elmod1,1
Sp4,Gadd45g,1
Sp4,Slitrk5,1
Sp4,Odf2,1
Sp4,Frmd4b,1
Sp4,Plec,1
Sp4,Pnck,1
Sp4,Wtip,1
Sp4,Ubox5,1
Sp4,Foxd1,1
Sp4,Brsk1,1
Sp4,Pdgfa,1
Sp4,Rims1,1
Sp4,Plekha2,1
Sp4,Rras,1
Sp4,Iqsec2,1
Sp4,Nfkbiz,1
Sp4,Cldn15,1
Sp4,Slc9a2,1
Sp4,Bcl7c,1
Sp4,Flii,0
Sp4,Pou3f1,1
Sp4,Hoxc13,1
Sp4,Capn2,1
Sp4,Chst15,0
Sp4,Caskin1,1
Sp4,Fbn1,1
Sp4,Fjx1,1
Sp4,Jph4,1
Sp4,Fzd5,1
Sp4,Jun,1
Sp4,Vezt,0
Sp4,Zswim6,1
Sp4,Pax6,1
Sp4,Gfra1,1
Sp4,Astn2,1
Sp4,Tro,1
Sp4,Sim2,1
Sp4,Pipox,1
Sp4,Pde2a,1
Sp4,Tead1,1
Sp4,Espn,0
Sp4,Trp63,1
Sp4,Sdc3,1
Sp4,Igsf9,1
Sp4,Fst,1
Sp4,Wt1,1
Sp4,Itpka,1
Sp4,Cacng4,1
Sp4,Nol4,1
Sp4,Rnf19b,1
Sp4,Col1a1,1
Sp4,Shc3,1
Sp4,Bcl11b,1
Sp4,Polr3e,1
Sp4,Tgfb1i1,1
Sp4,Ilf3,1
Sp4,Sgsm2,1
Sp4,Slc17a6,1
Sp4,Twf2,1
Sp4,Cacna2d3,1
Sp4,Mark2,1
Sp4,Nr2f1,1
Sp4,Fap,0
Sp4,Camk2n1,1
Sp4,Ubr3,1
Sp4,Ccdc80,1
Sp4,Bnc2,1
Sp4,Per1,1
Sp4,Gata6,1
Sp4,Sez6,1
Sp4,Dap3,1
Sp4,Nr4a1,1
Sp4,Atf3,1
Sp4,Fam84b,1
Sp4,Klf6,1
Sp4,Chac1,0
Sp4,Irx3,1
Sp4,Gad1,1
Sp4,Rab1b,1
Sp4,Efemp2,1
Sp4,Wnt9a,1
Sp4,Parm1,1
Sp4,Dchs1,1
Sp4,Cpeb3,1
Sp4,Gpr27,1
Sp4,Pou2f3,1
Sp4,Fgf18,1
Sp4,Pitx1,1
Sp4,Nova2,1
Sp4,Ypel2,1
Sp4,Cacnb1,1
Sp4,Hivep2,1
Sp4,Pcdh7,1
Sp4,Col13a1,1
Sp4,Hoxa2,1
Sp4,Hoxb8,1
Sp4,Megf11,1
Sp4,Mfsd6,1
Sp4,Wnt5a,1
Sp4,Cd63,1
Sp4,Pcolce,1
Sp4,Sox6,1
Sp4,Lypd6,1
Sp4,Krt17,1
Sp4,Ppp4r4,1
Sp4,Erbb3,1
Sp4,Lrp2,1
Sp4,Hdac7,1
Sp4,Fosl2,1
Sp4,Aspa,1
Sp4,Cacna1a,1
Sp4,Mobp,0
Sp4,Tnfrsf11a,1
Sp4,En1,1
Sp4,Galnt13,1
Sp4,Ctdspl,1
Sp4,Sh3bp1,1
Sp4,Nfib,1
Sp4,Gramd1a,0
Sp4,Dio3,1
Sp4,Mgat3,1
Sp4,Pappa,1
Sp4,Prkrir,1
Sp4,Ube2k,1
Sp4,Npr3,1
Sp4,Mbtd1,1
Sp4,Eda,1
Sp4,Vgll3,1
Sp4,AI661453,1
Sp4,Atp2b2,1
Sp4,Mov10,1
Sp4,Smarcd3,1
Sp4,Lhfp,1
Sp4,Prrx1,1
Sp4,Ankrd34a,1
Sp4,Ube2d3,1
Sp4,Maml3,1
Sp4,Adm,1
Sp4,Ap1s1,1
Sp4,Abi3bp,1
Sp4,Tcerg1l,1
Sp4,Tmprss5,1
Sp4,Frmd4a,1
Sp4,Mtus1,1
Sp4,Ramp2,1
Sp4,Cenpb,1
Sp4,Elovl2,1
Sp4,Foxf2,1
Sp4,Klf7,1
Sp4,Gata3,1
Sp4,Trp53i11,1
Sp4,Hic1,1
Sp4,Cav1,1
Sp4,Kctd15,1
Sp4,Skil,1
Sp4,Nog,1
Sp4,Prkar1b,1
Sp4,Fxyd1,1
Sp4,Prkaca,1
Sp4,Pcsk6,0
Sp4,Insm1,1
Sp4,H1f0,1
Sp4,Ubtd2,1
Sp4,Lrrc8c,1
Sp4,Slc22a23,1
Sp4,Gli2,1
Sp4,Cplx2,1
Sp4,Tshz3,1
Sp4,Ngef,1
Sp4,9530059O14Rik,1
Sp4,Bmi1,1
Sp4,Rab3il1,1
Sp4,Fmnl1,1
Sp4,Rfx4,1
Sp4,Sox8,1
Sp4,Hoxd8,1
Sp4,Fzd10,1
Sp4,Ccdc64,1
Sp4,Nrk,1
Sp4,Chst11,1
Sp4,Kif21b,1
Sp4,1810043G02Rik,1
Sp4,Glipr2,1
Sp4,Hes7,1
Fhl2,Tes,0
Fhl2,Rxrg,0
Fhl2,Marcks,0
Fhl2,Plekha4,0
Fhl2,Slc39a7,0
Fhl2,Lhx5,0
Fhl2,H2afz,0
Fhl2,Smarca1,0
Fhl2,Arid2,0
Fhl2,Spock3,0
Fhl2,Pias3,0
Fhl2,Arf5,0
Fhl2,Ctnna1,0
Fhl2,Mgll,0
Fhl2,Igf2,0
Fhl2,Sostdc1,0
Fhl2,Camk1d,0
Fhl2,Zeb1,0
Fhl2,Sox30,0
Fhl2,Tmem136,0
Fhl2,Hoxc8,0
Fhl2,Rnf157,0
Fhl2,Sort1,0
Fhl2,Hspd1,0
Fhl2,Cdx1,0
Fhl2,Vat1l,0
Fhl2,Sorcs1,0
Fhl2,Ism1,0
Fhl2,Nlgn3,0
Fhl2,Cnksr2,0
Fhl2,Map4k4,0
Fhl2,Rcan2,0
Fhl2,Rras,0
Fhl2,Mtx3,0
Fhl2,Pipox,0
Fhl2,Igsf9,0
Fhl2,Pcdh10,0
Fhl2,Vegfc,0
Fhl2,Trh,0
Fhl2,Fgf18,0
Fhl2,Sox6,0
Fhl2,Ctdspl,0
Fhl2,Atxn10,0
Fhl2,Ptms,0
Fhl2,Gpbp1,0
Fhl2,Cited1,0
Fhl2,Plcd1,0
Fhl2,Sirt1,0
Fhl2,Rarb,0
Egr2,Scn1b,0
Egr2,Shank2,1
Egr2,Gprc5a,0
Egr2,Hdac9,1
Egr2,4930539J05Rik,1
Egr2,Kcnmb4,1
Egr2,Zc3h6,0
Egr2,Dnmt3b,1
Egr2,Cdk17,1
Egr2,Parp14,0
Egr2,Snai3,1
Egr2,Sms,0
Egr2,Zbtb8a,1
Egr2,Msi2,0
Egr2,Wnt2b,1
Egr2,Nespas,1
Egr2,Pnma2,1
Egr2,Tagln3,0
Egr2,Dpp6,0
Egr2,Fam193b,0
Egr2,Tcta,1
Egr2,Bhlhe40,1
Egr2,Kat5,0
Egr2,Rtn4rl1,1
Egr2,Adamts15,1
Egr2,Ppm1e,1
Egr2,Dtna,0
Egr2,Hoxc11,1
Egr2,Bnc1,0
Egr2,Slc9a7,1
Egr2,Egfl6,0
Egr2,Parp8,1
Egr2,Sumo2,0
Egr2,Timp3,1
Egr2,Nab2,1
Egr2,Rufy3,0
Egr2,Zfp536,1
Egr2,Thpo,1
Egr2,Habp2,0
Egr2,Zfp516,1
Egr2,Actn1,1
Egr2,Traf3,0
Egr2,Dbndd2,1
Egr2,Loxl4,0
Egr2,Tax1bp3,0
Egr2,Cabp1,0
Egr2,Ahnak,1
Egr2,Cnksr2,0
Egr2,Kat2a,1
Egr2,Dusp3,0
Egr2,Srsf10,0
Egr2,Fbxo11,1
Egr2,Srr,1
Egr2,Qser1,0
Egr2,Lgr4,0
Egr2,Jph1,1
Egr2,Slitrk5,1
Egr2,Rims1,1
Egr2,G3bp2,0
Egr2,Bsn,0
Egr2,Pipox,0
Egr2,Emx2os,0
Egr2,Rnf19b,0
Egr2,Rab22a,0
Egr2,Hhex,0
Egr2,Robo1,0
Egr2,Gata2,1
Egr2,Hoxa2,1
Egr2,Lctl,0
Egr2,Zyx,1
Egr2,Pcolce,1
Egr2,Lypd6,1
Egr2,En1,0
Egr2,Pum2,0
Egr2,Dio3,0
Egr2,Mgat3,0
Egr2,Ccdc129,0
Egr2,Stx11,1
Egr2,Ube2d3,1
Egr2,Mbp,0
Egr2,Nr6a1,0
Egr2,Skil,1
Egr2,Prkaca,1
Egr2,Irs1,0
Egr2,Camta1,0
Egr2,Ddc,0
Creb1,Tpbg,0
Creb1,Rtf1,0
Creb1,Rxrg,0
Creb1,Angpt2,0
Creb1,Ctcf,0
Creb1,Dtd1,0
Creb1,Vapb,0
Creb1,Tmem43,0
Creb1,Socs2,0
Creb1,Ptpn5,0
Creb1,Dgkq,0
Creb1,Pcf11,0
Creb1,Tmem132d,0
Creb1,Nab1,0
Creb1,Cacng7,0
Creb1,Six4,0
Creb1,Dab2ip,0
Creb1,Fmnl2,0
Creb1,Sort1,0
Creb1,Id2,0
Creb1,Srsf1,0
Creb1,Zc3h12a,0
Creb1,Cnksr2,0
Creb1,Lrrc8e,0
Creb1,Etv5,0
Creb1,Ttc9b,0
Creb1,Cited2,0
Creb1,Rab22a,0
Creb1,Irx3,0
Creb1,Parm1,0
Creb1,Sulf1,0
Creb1,Smarcd3,0
Creb1,Foxo4,0
Pbx2,Ptprg,0
Pbx2,Prmt8,0
Pbx2,Pde4dip,0
Pbx2,Lpp,0
Pbx2,Ankrd11,0
Pbx2,Ptprk,0
Pbx2,Klhl29,0
Pbx2,H2afz,0
Pbx2,Pax3,0
Pbx2,Esrp1,0
Pbx2,Kars,0
Pbx2,Zfp518b,0
Pbx2,Tpm3,0
Pbx2,Kdm3b,0
Pbx2,Scamp1,0
Pbx2,Lypd4,0
Pbx2,Sox30,0
Pbx2,Arhgef5,0
Pbx2,Serpinh1,0
Pbx2,4933434E20Rik,0
Pbx2,Egfl6,0
Pbx2,Morc2a,0
Pbx2,Slc4a3,0
Pbx2,Atmin,0
Pbx2,Cacnb3,0
Pbx2,Phf2,0
Pbx2,Cadm2,0
Pbx2,Lrrc41,0
Pbx2,Syt9,0
Pbx2,Phc2,0
Pbx2,Odf2,0
Pbx2,Wtip,0
Pbx2,Nfkbiz,0
Pbx2,Lypla2,0
Pbx2,Ogdhl,0
Pbx2,Ube2e3,0
Pbx2,Shc3,0
Pbx2,Npy,0
Pbx2,Sall4,0
Pbx2,Asxl1,0
Pbx2,Pex1,0
Pbx2,Tcerg1l,0
Pbx2,Ptpn14,0
Pbx2,Sgk1,0
Pbx2,Sox2,0
Preb,Asxl3,0
Preb,5330413P13Rik,0
Preb,Irs2,0
Preb,4930539J05Rik,0
Preb,Angpt2,0
Preb,Pdgfra,0
Preb,Zbtb7b,0
Preb,Hoxc4,0
Preb,Zc3h4,0
Preb,Baz1a,0
Preb,Ier5l,0
Preb,Arpc2,0
Preb,Macrod2,0
Preb,Ccne1,0
Preb,Tmem151b,0
Preb,Lsm14a,0
Preb,Dpp4,0
Preb,Kitl,0
Preb,Uqcrh,0
Preb,Myocd,0
Preb,Adcy7,0
Preb,Tgif1,0
Preb,Col5a2,0
Preb,Chd5,0
Preb,Cntn1,0
Preb,Pea15a,0
Preb,Triobp,0
Preb,Nbl1,0
Preb,Adamts1,0
Preb,Rhbdf1,0
Preb,Xkr6,0
Preb,Nrp2,0
Preb,Agap3,0
Preb,Spats2l,0
Preb,Meis1,0
Preb,Rcan2,0
Preb,Usp2,0
Preb,Cbfa2t2,0
Preb,Gbx2,0
Preb,Lasp1,0
Preb,Rora,0
Preb,Lypd6,0
Preb,Hdac7,0
Preb,Dlg3,0
Preb,Celf2,0
Preb,Msn,0
Preb,Slc22a23,0
Sim2,Ust,0
Sim2,Dlx2,0
Sim2,Tcf4,0
Sim2,Lpgat1,0
Sim2,Bmp2,0
Sim2,Srgap3,0
Sim2,Nefm,0
Sim2,Pcdh8,0
Sim2,Inca1,0
Sim2,Zfp827,0
Sim2,P4htm,0
Sim2,Sox30,0
Sim2,March2,0
Sim2,Zbtb10,0
Sim2,Wnt4,0
Sim2,Tle4,0
Sim2,Snph,0
Sim2,Vat1l,0
Sim2,Zfp536,0
Sim2,Srf,0
Sim2,Egr3,0
Sim2,Ric8b,0
Sim2,1700025G04Rik,0
Sim2,Sox5,0
Sim2,Igdcc3,0
Sim2,Qser1,0
Sim2,Eif4g1,0
Sim2,Inha,0
Sim2,Ino80,0
Sim2,Igsf1,0
Sim2,Pou2f3,0
Sim2,Unc80,0
Sim2,Wnt5a,0
Sim2,Kirrel,0
Sim2,Nfib,0
Sim2,Krt8,0
Sim2,Hsp90ab1,0
Sim2,Ube2d3,0
Sim2,Foxk1,0
Sim2,Lax1,0
Sim2,Sox7,0
Sim2,Cdh10,0
Sim2,Msx2,0
Tuba1a,Mex3b,0
Tuba1a,Nptx1,0
Tuba1a,Cul1,0
Tuba1a,Hdac9,0
Tuba1a,Pde1b,0
Tuba1a,Peg3,0
Tuba1a,Adcy2,0
Tuba1a,Slc6a14,0
Tuba1a,Anxa1,0
Tuba1a,Serbp1,0
Tuba1a,Angpt1,0
Tuba1a,Trpc4ap,0
Tuba1a,Arf5,0
Tuba1a,Bptf,0
Tuba1a,Mier1,0
Tuba1a,Sfn,0
Tuba1a,Map3k3,0
Tuba1a,Fut9,0
Tuba1a,Ntm,0
Tuba1a,Zfp710,0
Tuba1a,Dhrs3,0
Tuba1a,Prune2,0
Tuba1a,Lgr4,0
Tuba1a,Amfr,0
Tuba1a,Nuak1,0
Tuba1a,Zfp36l1,0
Tuba1a,Jun,0
Tuba1a,Sdc3,0
Tuba1a,Cited2,0
Tuba1a,Bcl11b,0
Tuba1a,Prkag1,0
Tuba1a,Pabpn1,0
Tuba1a,Prkg2,0
Tuba1a,Fibin,0
Tuba1a,Nr6a1,0
Tuba1a,Lrriq4,0
Tuba1a,Kat2b,0
Tuba1a,H1f0,0
Tuba1a,Mmd,0
Dlx2,Prmt8,0
Dlx2,Nkx2-1,1
Dlx2,Cga,1
Dlx2,Hoxd11,1
Dlx2,Reep3,0
Dlx2,Stmn2,1
Dlx2,Agap1,1
Dlx2,Tpm2,0
Dlx2,Ebf3,0
Dlx2,Vash2,0
Dlx2,Pou3f2,0
Dlx2,Phlda1,0
Dlx2,Sp5,1
Dlx2,Angpt1,1
Dlx2,Zfhx4,1
Dlx2,Cdh20,1
Dlx2,Dgkh,0
Dlx2,Dlx6os1,1
Dlx2,Mab21l1,1
Dlx2,Atxn7l3,1
Dlx2,Etv6,0
Dlx2,Lrtm1,0
Dlx2,Gdf10,0
Dlx2,Ep300,0
Dlx2,Hoxc11,0
Dlx2,Med12l,0
Dlx2,Taf15,0
Dlx2,Elavl4,1
Dlx2,Schip1,1
Dlx2,Pdp1,0
Dlx2,Chd7,0
Dlx2,Ovol1,1
Dlx2,Hand2,1
Dlx2,Rasip1,0
Dlx2,Prg4,1
Dlx2,Brd3,1
Dlx2,Sfn,0
Dlx2,Ntm,0
Dlx2,Bahcc1,0
Dlx2,Foxc2,1
Dlx2,Hnf4a,1
Dlx2,Six3os1,1
Dlx2,Igdcc3,0
Dlx2,Otx2,1
Dlx2,Dpysl3,0
Dlx2,Brsk1,0
Dlx2,Fign,0
Dlx2,Fst,0
Dlx2,Nol4,1
Dlx2,Fbxo32,0
Dlx2,Hoxb13,0
Dlx2,Lmx1a,0
Dlx2,Ksr2,0
Dlx2,Ypel2,0
Dlx2,Cacnb1,1
Dlx2,Pcdh7,1
Dlx2,Fosl2,0
Dlx2,Setbp1,1
Dlx2,Celf2,1
Dlx2,Prrx1,1
Dlx2,Ankrd34a,1
Dlx2,Nsg2,0
Dlx2,Gdf5,1
Dlx2,Rarb,1
Dlx2,1810043G02Rik,0
Dlx2,Nphs1,0
Dlx2,Dlx1as,1
Dlx2,Msx2,1
Phb2,Nrxn1,0
Phb2,Pfn2,0
Phb2,Sh3tc2,0
Phb2,Stt3b,0
Phb2,Sms,0
Phb2,Tet2,0
Phb2,Masp1,0
Phb2,Stk4,0
Phb2,Ubap2l,0
Phb2,Grhl2,0
Phb2,Bhlhe40,0
Phb2,St6galnac5,0
Phb2,Etv6,0
Phb2,Jdp2,0
Phb2,Zfp618,0
Phb2,Ep300,0
Phb2,Col4a2,0
Phb2,Negr1,0
Phb2,Ube2g1,0
Phb2,Efna1,0
Phb2,Ovol1,0
Phb2,Actg2,0
Phb2,Timp3,0
Phb2,Epha2,0
Phb2,Creb3,0
Phb2,Phf2,0
Phb2,Qars,0
Phb2,Lgr4,0
Phb2,Rai1,0
Phb2,Plekha2,0
Phb2,Twf2,0
Phb2,Cap1,0
Phb2,Zyx,0
Phb2,Ctdspl,0
Phb2,Pgbd5,0
Phb2,Ezh2,0
Phb2,Rab11fip5,0
Phb2,Pde4b,0
Phb2,Cxcl14,0
Tead1,Asxl3,0
Tead1,Cdh11,1
Tead1,Tgfbr1,0
Tead1,Mreg,0
Tead1,Lpgat1,1
Tead1,Bmp2,1
Tead1,Ptpn21,1
Tead1,Nfe2l1,1
Tead1,Fbxw7,1
Tead1,Tox,0
Tead1,Adcy2,0
Tead1,Ext1,1
Tead1,Srgap3,0
Tead1,Lmo4,1
Tead1,Trps1,1
Tead1,Stt3b,1
Tead1,Ppargc1b,1
Tead1,Tmem43,0
Tead1,Sobp,0
Tead1,Wdr1,0
Tead1,Ubap2l,1
Tead1,Lcorl,0
Tead1,Ebf3,1
Tead1,Mypn,1
Tead1,Gna13,0
Tead1,Ghr,0
Tead1,Angpt1,1
Tead1,Tnnt2,1
Tead1,Fndc3b,1
Tead1,Amotl2,1
Tead1,Sema5b,0
Tead1,Cdh20,1
Tead1,Spock3,1
Tead1,Tpm3,0
Tead1,Wwtr1,1
Tead1,Syne1,1
Tead1,Ctgf,1
Tead1,Vcl,0
Tead1,Epas1,1
Tead1,Ntn1,0
Tead1,Hoxd9,0
Tead1,Smo,1
Tead1,Smurf2,0
Tead1,Cobl,0
Tead1,Dmkn,0
Tead1,Cldn4,1
Tead1,Zfp618,0
Tead1,Fut8,1
Tead1,Efna5,0
Tead1,4933434E20Rik,1
Tead1,Hoxc8,1
Tead1,Chd5,0
Tead1,Cnnm2,1
Tead1,Ptprd,0
Tead1,Dpysl2,1
Tead1,Schip1,1
Tead1,Slitrk4,1
Tead1,Gja1,0
Tead1,Parp8,0
Tead1,Celf3,0
Tead1,Vat1l,1
Tead1,Ypel5,0
Tead1,Zfx,0
Tead1,D630039A03Rik,0
Tead1,Il11,0
Tead1,Dyrk2,1
Tead1,Dll1,1
Tead1,Zfp385b,0
Tead1,Slc4a3,0
Tead1,Ntng1,1
Tead1,B230319C09Rik,1
Tead1,Speg,1
Tead1,Pls3,1
Tead1,Fads2,0
Tead1,Traf4,1
Tead1,Ctbp2,0
Tead1,Ube4b,0
Tead1,Fut9,0
Tead1,Epha2,1
Tead1,Apbb1ip,0
Tead1,Flnc,1
Tead1,Rcan1,1
Tead1,Ptprj,1
Tead1,Anxa9,0
Tead1,Tcfl5,0
Tead1,Zmym3,0
Tead1,Fam83h,1
Tead1,1700025G04Rik,0
Tead1,Igsf1,1
Tead1,3425401B19Rik,1
Tead1,Xkr4,1
Tead1,Gprc5c,0
Tead1,Atxn1l,0
Tead1,Wtip,1
Tead1,Fkbp10,1
Tead1,Cldn15,1
Tead1,Tead1,0
Tead1,Zfp513,1
Tead1,Glis3,1
Tead1,Nt5c2,0
Tead1,Trerf1,1
Tead1,Nr4a1,1
Tead1,Irx3,0
Tead1,Ypel2,1
Tead1,Ccnd3,1
Tead1,Hs6st2,1
Tead1,Pde11a,0
Tead1,Asxl1,1
Tead1,Cacna1a,1
Tead1,Dlg3,0
Tead1,Smarcd3,1
Tead1,Gpbp1,0
Tead1,Trpc4,1
Tead1,Tmeff2,1
Tead1,Fxyd1,0
Tead1,Khdrbs1,0
Tead1,Ptpn14,1
Tead1,Sgk1,1
Tead1,Glipr2,0
Trim28,Mex3b,1
Trim28,4933430I17Rik,1
Trim28,Cryab,0
Trim28,Atxn1,1
Trim28,Pfn2,0
Trim28,Crim1,1
Trim28,Gpr85,1
Trim28,Irs2,1
Trim28,Gm5577,0
Trim28,Cnr1,1
Trim28,Rhob,1
Trim28,Ptpn21,1
Trim28,Mzt1,1
Trim28,Zbtb11,1
Trim28,Marcks,0
Trim28,Maneal,1
Trim28,Hinfp,0
Trim28,Snai3,0
Trim28,Fbxl7,1
Trim28,Stim1,0
Trim28,Rnf128,1
Trim28,Lancl3,1
Trim28,Ctnnb1,1
Trim28,Hoxa3,1
Trim28,Gdf6,1
Trim28,Pcdh8,0
Trim28,Cbln1,1
Trim28,Slc39a7,0
Trim28,Inhbb,1
Trim28,Baz1a,1
Trim28,Eif2a,1
Trim28,Cdk6,1
Trim28,Celsr1,0
Trim28,Lefty2,1
Trim28,Crtac1,1
Trim28,Macrod2,1
Trim28,Phlda1,1
Trim28,Lypd6b,1
Trim28,L3mbtl3,1
Trim28,Ptpn5,1
Trim28,Sbk1,0
Trim28,Sp5,1
Trim28,Scarf2,1
Trim28,Efnb2,1
Trim28,Rdh10,1
Trim28,Perp,1
Trim28,Bhlhe22,1
Trim28,Ccdc148,1
Trim28,Fam19a4,1
Trim28,Etv6,1
Trim28,Adrb1,1
Trim28,Mecom,1
Trim28,Nab1,0
Trim28,Sertad4,1
Trim28,Peg10,1
Trim28,St8sia5,0
Trim28,Hmbox1,0
Trim28,Slc15a1,1
Trim28,Gdf10,0
Trim28,Mycn,0
Trim28,Nr4a2,1
Trim28,Irf2,1
Trim28,Fam131c,0
Trim28,Tbx18,1
Trim28,Hmga2,1
Trim28,Scube1,1
Trim28,Med12l,1
Trim28,Raly,1
Trim28,Pstpip2,1
Trim28,Slc35f4,1
Trim28,Apln,0
Trim28,Slc9a7,1
Trim28,Taf15,0
Trim28,Schip1,0
Trim28,Snph,1
Trim28,Podn,1
Trim28,Pdp1,1
Trim28,Chd7,0
Trim28,Ermn,0
Trim28,Ranbp17,1
Trim28,Hoxb9,1
Trim28,Shox2,1
Trim28,Celf4,0
Trim28,Gli3,1
Trim28,Pde10a,1
Trim28,Spsb4,1
Trim28,Lrp5,1
Trim28,Sfmbt1,1
Trim28,Id2,1
Trim28,4430402I18Rik,1
Trim28,Ism1,1
Trim28,Ets1,1
Trim28,Pmepa1,1
Trim28,Klhl24,1
Trim28,Tnks,0
Trim28,Samd4,1
Trim28,Mks1,0
Trim28,Gap43,0
Trim28,Rgs7,1
Trim28,Strn,1
Trim28,Gpm6b,1
Trim28,Nrp2,0
Trim28,Ptpru,1
Trim28,Chml,1
Trim28,Rnd3,1
Trim28,Zfp710,0
Trim28,4930515G01Rik,1
Trim28,Vcp,1
Trim28,Isl1,1
Trim28,Rorc,0
Trim28,Qars,0
Trim28,Irx2,0
Trim28,Sox5,0
Trim28,Spats2l,1
Trim28,Zbtb2,1
Trim28,Pip4k2b,1
Trim28,Pitpnc1,0
Trim28,Irx5,1
Trim28,Hipk2,1
Trim28,Amfr,0
Trim28,Sorcs2,1
Trim28,Slc9a2,1
Trim28,Mtx3,1
Trim28,Trib1,1
Trim28,Foxc1,1
Trim28,Bsn,1
Trim28,Fzd5,1
Trim28,Jun,1
Trim28,Vezt,1
Trim28,Mctp1,1
Trim28,Pipox,0
Trim28,Kank4,1
Trim28,Wt1,1
Trim28,A830010M20Rik,0
Trim28,Ube2e3,0
Trim28,Itpka,0
Trim28,Slc1a2,1
Trim28,Col1a1,0
Trim28,Shc3,1
Trim28,Anks1b,1
Trim28,Vegfa,1
Trim28,Nr2f1,1
Trim28,Gata6,1
Trim28,Tbx4,1
Trim28,Chrnb2,1
Trim28,Trib2,1
Trim28,Gata2,1
Trim28,Nebl,0
Trim28,Cd63,0
Trim28,Srsf12,1
Trim28,Dusp4,1
Trim28,2610028E06Rik,0
Trim28,Cacna1a,1
Trim28,Etohd2,1
Trim28,Hoxa6,1
Trim28,Gramd1a,0
Trim28,Slc22a15,1
Trim28,Ube2k,1
Trim28,She,0
Trim28,Bud13,1
Trim28,Mamld1,1
Trim28,Smarcd3,0
Trim28,Prrx1,0
Trim28,Zfp423,0
Trim28,Pik3c2b,1
Trim28,Ntng2,1
Trim28,Nog,0
Trim28,Tm9sf3,0
Trim28,Rai14,0
Trim28,Kcnb1,1
Trim28,Prkaca,0
Trim28,H1f0,1
Trim28,Lrrc8c,1
Trim28,Foxp2,1
Trim28,Fmnl1,0
Trim28,Fbxo43,1
Trp63,Sema6c,0
Trp63,Tmem43,0
Trp63,Pdzrn4,0
Trp63,Arpc2,0
Trp63,Gnao1,0
Trp63,Ccne1,0
Trp63,Tnnt2,0
Trp63,Klf3,0
Trp63,Cacna1c,0
Trp63,Dnajb12,0
Trp63,Slc30a1,0
Trp63,Fam131c,0
Trp63,Col23a1,0
Trp63,Aldh7a1,0
Trp63,Bves,0
Trp63,Mitf,0
Trp63,Crlf1,0
Trp63,Eif2s2,0
Trp63,Csf3r,0
Trp63,Ism1,0
Trp63,Cntrob,0
